InvoiceID,Gender,Products,Quantity,Total,Payment,Salary,Purchased
173-82-9529,Female,Fashion accessories,10,398.475,Cash,8000,Yes
563-36-9814,Male,Electronic accessories,1,80.661,Ewallet,3000,Yes
308-47-4913,Female,Sports and travel,10,548.73,Credit card,20000,Yes
885-17-6250,Female,Health and beauty,1,83.727,Ewallet,6000,Yes
726-27-2396,Female,Health and beauty,5,406.875,Ewallet,10000,Yes
316-01-3952,Female,Food and beverages,5,284.9175,Ewallet,12000,Yes
760-54-1821,Male,Home and lifestyle,9,128.4255,Cash,9000,Yes
793-10-3222,Female,Health and beauty,6,258.678,Credit card,8000,Yes
346-12-3257,Male,Electronic accessories,9,181.818,Cash,7000,Yes
110-05-6330,Female,Food and beverages,6,248.409,Credit card,1500,Yes
651-61-0874,Male,Home and lifestyle,4,194.124,Credit card,13000,Yes
236-86-3015,Male,Home and lifestyle,1,14.679,Ewallet,9000,Yes
831-64-0259,Female,Fashion accessories,5,208.6875,Ewallet,3500,Yes
587-03-7455,Female,Fashion accessories,7,718.7565,Ewallet,5000,Yes
882-40-4577,Male,Sports and travel,4,282.492,Credit card,4000,Yes
732-67-5346,Male,Food and beverages,5,72.3975,Credit card,3500,Yes
725-32-9708,Female,Fashion accessories,4,288.582,Cash,2000,Yes
256-08-8343,Female,Home and lifestyle,4,237.426,Ewallet,5000,Yes
372-26-1506,Female,Fashion accessories,5,125.055,Ewallet,4000,Yes
244-08-0162,Female,Health and beauty,10,359.205,Cash,12000,Yes
569-71-4390,Male,Sports and travel,2,45.927,Ewallet,8000,Yes
132-23-6451,Male,Health and beauty,5,110.0925,Cash,3000,Yes
696-90-2548,Male,Sports and travel,3,81.396,Ewallet,20000,Yes
472-15-9636,Male,Home and lifestyle,8,427.812,Ewallet,6000,Yes
268-03-6164,Male,Health and beauty,1,100.9155,Ewallet,10000,Yes
750-57-9686,Female,Home and lifestyle,4,190.596,Credit card,12000,Yes
186-09-3669,Female,Health and beauty,1,85.5855,Ewallet,9000,Yes
848-07-1692,Female,Health and beauty,2,120.162,Ewallet,8000,Yes
745-71-3520,Female,Electronic accessories,7,185.367,Cash,7000,Yes
266-76-6436,Female,Food and beverages,3,121.59,Ewallet,1500,Yes
740-22-2500,Female,Electronic accessories,3,264.7575,Cash,13000,Yes
271-88-8734,Female,Fashion accessories,10,1020.705,Credit card,9000,Yes
301-81-8610,Male,Fashion accessories,8,213.528,Credit card,3500,Yes
489-64-4354,Male,Fashion accessories,1,17.094,Cash,5000,Yes
198-84-7132,Male,Fashion accessories,9,383.7645,Cash,4000,Yes
269-10-8440,Male,Health and beauty,7,390.7995,Cash,9000,Yes
650-98-6268,Female,Food and beverages,3,65.7405,Credit card,3500,Yes
741-73-3559,Male,Sports and travel,5,353.1675,Cash,2000,Yes
325-77-6186,Female,Home and lifestyle,10,951.825,Ewallet,5000,Yes
286-75-7818,Male,Fashion accessories,2,145.068,Credit card,4000,Yes
574-57-9721,Male,Food and beverages,2,90.867,Ewallet,12000,Yes
459-50-7686,Female,Electronic accessories,6,147.798,Ewallet,8000,Yes
616-87-0016,Male,Fashion accessories,7,702.219,Credit card,3000,Yes
837-55-7229,Female,Fashion accessories,1,49.812,Credit card,20000,Yes
751-69-0068,Male,Sports and travel,9,937.818,Ewallet,6000,Yes
257-73-1380,Male,Sports and travel,4,348.306,Ewallet,10000,Yes
345-08-4992,Male,Home and lifestyle,6,214.137,Credit card,12000,Yes
549-96-4200,Male,Food and beverages,4,71.568,Ewallet,9000,Yes
810-60-6344,Female,Electronic accessories,8,343.224,Credit card,8000,Yes
450-28-2866,Male,Food and beverages,5,91.56,Cash,7000,Yes
394-30-3170,Female,Sports and travel,8,742.812,Credit card,1500,Yes
138-17-5109,Female,Home and lifestyle,9,843.0345,Credit card,13000,Yes
192-98-7397,Male,Fashion accessories,10,890.752,Ewallet,1200,No
301-11-9629,Female,Sports and travel,7,140.385,Cash,3500,Yes
390-80-5128,Female,Health and beauty,10,2097.61,Credit card,2500,No
235-46-8343,Male,Food and beverages,10,290.43,Credit card,4000,Yes
453-12-7053,Male,Fashion accessories,3,144.081,Credit card,24000,Yes
296-11-7041,Female,Health and beauty,1,28.4235,Credit card,35000,Yes
449-27-2918,Female,Sports and travel,1,41.076,Credit card,8000,Yes
891-01-7034,Female,Electronic accessories,6,470.673,Cash,3500,Yes
744-09-5786,Male,Electronic accessories,6,138.663,Cash,2000,Yes
727-17-0390,Female,Food and beverages,5,333.9525,Ewallet,5000,Yes
568-88-3448,Male,Health and beauty,1,26.25,Ewallet,4000,Yes
187-83-5490,Male,Electronic accessories,4,87.234,Cash,12000,Yes
767-54-1907,Female,Fashion accessories,5,155.19,Cash,8000,Yes
710-46-4433,Female,Food and beverages,9,731.43,Credit card,3000,Yes
533-33-5337,Male,Electronic accessories,10,833.595,Cash,1000,No
325-90-8763,Female,Electronic accessories,10,488.985,Cash,6000,Yes
729-46-7422,Male,Food and beverages,1,37.6845,Credit card,10000,Yes
639-76-1242,Male,Food and beverages,5,212.73,Cash,12000,Yes
234-03-4040,Female,Food and beverages,10,767.025,Credit card,9000,Yes
326-71-2155,Female,Sports and travel,4,310.59,Cash,8000,Yes
320-32-8842,Female,Food and beverages,1,23.751,Cash,7000,Yes
470-32-9057,Male,Food and beverages,5,269.535,Credit card,1500,Yes
878-30-2331,Female,Sports and travel,10,572.775,Credit card,3000,Yes
440-59-5691,Female,Health and beauty,7,273.0525,Credit card,9000,Yes
554-53-3790,Male,Sports and travel,6,233.226,Cash,3500,Yes
746-19-0921,Male,Food and beverages,1,22.659,Ewallet,5000,Yes
233-34-0817,Female,Electronic accessories,1,103.782,Cash,4000,Yes
767-05-1286,Female,Home and lifestyle,6,527.751,Ewallet,3500,Yes
340-21-9136,Female,Sports and travel,4,168.21,Cash,2000,Yes
405-31-3305,Male,Fashion accessories,10,452.865,Credit card,5000,Yes
731-59-7531,Male,Health and beauty,8,609.588,Cash,4000,Yes
676-39-6028,Female,Electronic accessories,5,338.31,Cash,12000,Yes
502-05-1910,Male,Health and beauty,3,205.317,Credit card,8000,Yes
485-30-8700,Female,Sports and travel,5,174.615,Credit card,3000,Yes
598-47-9715,Male,Electronic accessories,4,353.094,Ewallet,20000,Yes
701-69-8742,Male,Sports and travel,10,360.885,Ewallet,6000,Yes
575-67-1508,Male,Electronic accessories,1,40.53,Ewallet,10000,Yes
541-08-3113,Male,Food and beverages,8,554.148,Cash,12000,Yes
246-11-3901,Female,Electronic accessories,10,344.4,Cash,9000,Yes
674-15-9296,Male,Sports and travel,5,194.985,Ewallet,8000,Yes
305-18-3552,Male,Home and lifestyle,10,633.99,Cash,7000,Yes
493-65-6248,Female,Sports and travel,10,388.29,Credit card,1500,Yes
438-01-4015,Female,Sports and travel,4,207.858,Ewallet,13000,Yes
709-58-4068,Female,Fashion accessories,10,431.445,Cash,9000,Yes
795-49-7276,Male,Fashion accessories,4,156.03,Ewallet,3500,Yes
556-72-8512,Male,Home and lifestyle,1,24.108,Cash,5000,Yes
627-95-3243,Female,Home and lifestyle,9,734.076,Ewallet,4000,Yes
686-41-0932,Female,Fashion accessories,2,72.87,Ewallet,3500,Yes
510-09-5628,Female,Fashion accessories,10,1090.87,Credit card,1200,No
608-04-3797,Female,Health and beauty,8,212.688,Ewallet,5000,Yes
148-82-2527,Female,Home and lifestyle,10,127.26,Credit card,4000,Yes
437-53-3084,Male,Fashion accessories,2,209.769,Ewallet,12000,Yes
632-32-4574,Male,Sports and travel,8,637.728,Cash,8000,Yes
556-97-7101,Female,Electronic accessories,2,132.762,Cash,3000,Yes
862-59-8517,Female,Food and beverages,6,568.512,Cash,20000,Yes
401-18-8016,Female,Sports and travel,1,103.0365,Cash,6000,Yes
420-18-8989,Female,Sports and travel,8,432.768,Cash,10000,Yes
277-63-2961,Male,Sports and travel,1,77.6685,Credit card,12000,Yes
573-98-8548,Female,Fashion accessories,1,33.495,Ewallet,9000,Yes
620-02-2046,Male,Home and lifestyle,2,145.74,Ewallet,8000,Yes
282-35-2475,Female,Sports and travel,2,195.951,Cash,7000,Yes
511-54-3087,Male,Sports and travel,1,92.8725,Credit card,1500,Yes
726-29-6793,Male,Electronic accessories,8,203.112,Ewallet,13000,Yes
387-49-4215,Female,Sports and travel,3,152.775,Cash,9000,Yes
862-17-9201,Female,Food and beverages,6,529.515,Credit card,3500,Yes
291-21-5991,Male,Health and beauty,5,321.7725,Cash,5000,Yes
602-80-9671,Female,Home and lifestyle,6,100.485,Credit card,4000,Yes
347-72-6115,Female,Sports and travel,7,666.939,Credit card,3500,Yes
209-61-0206,Female,Home and lifestyle,5,225.2775,Ewallet,2000,Yes
595-27-4851,Female,Fashion accessories,7,398.958,Ewallet,5000,Yes
189-52-0236,Male,Electronic accessories,7,731.6925,Cash,1000,No
503-07-0930,Male,Sports and travel,7,429.1665,Credit card,12000,Yes
413-20-6708,Female,Fashion accessories,1,54.0435,Ewallet,8000,Yes
425-85-2085,Male,Health and beauty,5,288.015,Ewallet,3000,Yes
521-18-7827,Male,Home and lifestyle,5,206.7975,Credit card,20000,Yes
600-38-9738,Male,Sports and travel,5,377.58,Credit card,6000,Yes
734-91-1155,Female,Electronic accessories,3,143.9865,Credit card,10000,Yes
451-28-5717,Female,Home and lifestyle,6,523.971,Cash,12000,Yes
609-81-8548,Female,Home and lifestyle,6,235.872,Credit card,9000,Yes
133-14-7229,Male,Health and beauty,2,132.027,Cash,8000,Yes
534-01-4457,Male,Food and beverages,6,514.773,Credit card,7000,No
719-89-8991,Female,Sports and travel,5,479.9025,Ewallet,1000,No
286-62-6248,Male,Fashion accessories,4,1372.97,Credit card,1000,No
339-38-9982,Male,Fashion accessories,2,1250.78,Ewallet,1200,No
827-44-5872,Female,Food and beverages,20,1628.9,Credit card,3000,No
827-77-7633,Male,Sports and travel,9,926.9505,Cash,1000,No
287-83-1405,Male,Health and beauty,6,160.209,Ewallet,4000,Yes
435-13-4908,Male,Fashion accessories,8,728.112,Credit card,3500,Yes
857-67-9057,Male,Electronic accessories,10,240.975,Ewallet,2000,Yes
236-27-1144,Female,Food and beverages,9,154.1295,Ewallet,5000,Yes
892-05-6689,Female,Home and lifestyle,5,148.68,Ewallet,4000,Yes
583-41-4548,Male,Home and lifestyle,7,122.5245,Ewallet,12000,Yes
339-12-4827,Female,Fashion accessories,1,77.658,Credit card,8000,Yes
643-38-7867,Male,Home and lifestyle,1,102.837,Ewallet,3000,Yes
308-81-0538,Female,Fashion accessories,4,306.81,Credit card,2000,Yes
358-88-9262,Female,Food and beverages,6,551.124,Ewallet,6000,Yes
460-35-4390,Male,Home and lifestyle,3,96.642,Ewallet,10000,Yes
343-87-0864,Male,Health and beauty,1,79.674,Credit card,12000,Yes
173-50-1108,Female,Sports and travel,4,84.756,Credit card,9000,Yes
243-47-2663,Male,Electronic accessories,6,118.251,Credit card,8000,Yes
841-18-8232,Female,Food and beverages,1,74.76,Credit card,7000,Yes
701-23-5550,Male,Home and lifestyle,4,163.002,Ewallet,1500,Yes
647-50-1224,Female,Fashion accessories,10,308.91,Ewallet,13000,Yes
541-48-8554,Male,Sports and travel,9,575.9775,Credit card,9000,Yes
539-21-7227,Female,Sports and travel,5,270.585,Cash,3500,Yes
213-32-1216,Female,Electronic accessories,6,416.178,Cash,5000,Yes
747-58-7183,Male,Fashion accessories,3,180.4005,Ewallet,4000,Yes
582-52-8065,Female,Fashion accessories,9,513.2295,Cash,15000,Yes
210-57-1719,Female,Health and beauty,9,550.368,Cash,5000,Yes
399-69-4630,Male,Electronic accessories,6,139.923,Credit card,3500,Yes
134-75-2619,Male,Electronic accessories,7,142.002,Cash,2000,Yes
356-44-8813,Male,Home and lifestyle,3,118.062,Credit card,5000,Yes
198-66-9832,Female,Fashion accessories,2,151.284,Cash,4000,Yes
283-26-5248,Female,Food and beverages,10,1034.46,Ewallet,12000,Yes
712-39-0363,Male,Food and beverages,6,262.458,Ewallet,8000,Yes
218-59-9410,Female,Home and lifestyle,3,228.123,Ewallet,3000,Yes
174-75-0888,Male,Electronic accessories,9,203.931,Cash,20000,Yes
866-99-7614,Male,Food and beverages,10,936.6,Credit card,6000,Yes
134-54-4720,Female,Electronic accessories,8,356.328,Ewallet,10000,Yes
760-90-2357,Male,Electronic accessories,6,469.413,Ewallet,12000,Yes
514-37-2845,Male,Fashion accessories,2,208.425,Cash,9000,Yes
698-98-5964,Female,Food and beverages,10,852.705,Credit card,8000,Yes
718-57-9773,Female,Sports and travel,10,517.965,Credit card,7000,Yes
651-88-7328,Female,Fashion accessories,9,621.243,Cash,1500,Yes
241-11-2261,Female,Fashion accessories,7,586.971,Credit card,13000,Yes
408-26-9866,Female,Sports and travel,7,543.753,Ewallet,9000,Yes
834-83-1826,Female,Home and lifestyle,5,430.71,Credit card,3500,Yes
343-61-3544,Male,Sports and travel,10,280.035,Cash,5000,Yes
239-48-4278,Male,Food and beverages,7,74.4555,Ewallet,4000,Yes
355-34-6244,Male,Food and beverages,2,152.019,Credit card,3500,Yes
550-84-8664,Male,Sports and travel,5,451.0275,Credit card,2000,Yes
339-96-8318,Male,Fashion accessories,7,597.6285,Ewallet,1000,No
458-61-0011,Male,Food and beverages,4,253.26,Cash,4000,Yes
592-34-6155,Male,Food and beverages,4,133.434,Ewallet,12000,Yes
797-88-0493,Female,Health and beauty,4,269.934,Cash,8000,Yes
207-73-1363,Male,Health and beauty,2,145.971,Ewallet,3000,Yes
390-31-6381,Male,Food and beverages,3,85.743,Cash,20000,Yes
443-82-0585,Female,Health and beauty,4,326.256,Cash,6000,Yes
339-18-7061,Female,Fashion accessories,2,195.258,Credit card,10000,Yes
359-90-3665,Female,Fashion accessories,4,75.936,Credit card,12000,Yes
375-72-3056,Male,Sports and travel,3,198.639,Ewallet,9000,Yes
127-47-6963,Male,Health and beauty,4,217.182,Credit card,8000,Yes
278-86-2735,Female,Food and beverages,3,164.871,Cash,7000,Yes
695-28-6250,Female,Sports and travel,5,226.065,Ewallet,1500,Yes
379-17-6588,Male,Fashion accessories,10,625.905,Cash,1000,No
227-50-3718,Male,Health and beauty,5,76.755,Cash,9000,Yes
302-15-2162,Male,Health and beauty,6,293.139,Credit card,3500,Yes
788-07-8452,Female,Home and lifestyle,7,178.164,Ewallet,5000,Yes
560-49-6611,Female,Sports and travel,1,47.859,Cash,4000,Yes
880-35-0356,Female,Sports and travel,3,236.88,Ewallet,12000,Yes
585-11-6748,Male,Sports and travel,3,304.92,Cash,5000,Yes
470-31-3286,Male,Health and beauty,3,46.683,Credit card,4000,Yes
152-68-2907,Male,Food and beverages,3,164.43,Credit card,18000,Yes
123-35-4896,Female,Sports and travel,9,440.937,Ewallet,8000,Yes
258-69-7810,Female,Fashion accessories,5,193.4625,Cash,3000,Yes
334-64-2006,Female,Home and lifestyle,2,147.672,Ewallet,4500,Yes
219-61-4139,Male,Electronic accessories,1,87.234,Ewallet,6000,Yes
881-41-7302,Female,Fashion accessories,1,68.2395,Credit card,3500,Yes
373-09-4567,Male,Food and beverages,10,814.38,Ewallet,2000,Yes
642-30-6693,Female,Sports and travel,6,343.413,Ewallet,5000,Yes
484-22-8230,Female,Fashion accessories,7,381.3915,Cash,4000,Yes
830-58-2383,Male,Home and lifestyle,4,133.35,Cash,12000,Yes
559-98-9873,Female,Fashion accessories,7,394.3275,Ewallet,8000,Yes
544-32-5024,Female,Food and beverages,4,209.118,Credit card,3000,Yes
318-12-0304,Male,Fashion accessories,1,32.1405,Ewallet,20000,Yes
349-97-8902,Male,Food and beverages,2,121.569,Ewallet,6000,Yes
421-95-9805,Female,Electronic accessories,1,30.408,Credit card,10000,Yes
277-35-5865,Female,Food and beverages,9,935.2665,Cash,1000,No
789-23-8625,Male,Fashion accessories,3,293.643,Cash,9000,Yes
284-54-4231,Male,Sports and travel,1,84.9765,Credit card,8000,Yes
443-59-0061,Male,Food and beverages,10,708.225,Ewallet,7000,Yes
509-29-3912,Female,Sports and travel,9,365.904,Ewallet,1500,Yes
327-40-9673,Male,Sports and travel,6,457.38,Cash,13000,Yes
840-19-2096,Male,Electronic accessories,5,461.5275,Ewallet,9000,Yes
828-46-6863,Male,Food and beverages,6,620.739,Credit card,3500,Yes
641-96-3695,Female,Fashion accessories,6,273.798,Ewallet,5000,Yes
420-97-3340,Female,Food and beverages,3,225.792,Credit card,4000,Yes
436-54-4512,Female,Food and beverages,1,96.1905,Cash,3500,Yes
670-79-6321,Female,Home and lifestyle,7,695.2365,Credit card,2000,Yes
852-62-7105,Female,Fashion accessories,10,874.125,Credit card,5000,Yes
598-06-7312,Male,Fashion accessories,1,95.9175,Cash,4000,Yes
135-13-8269,Female,Food and beverages,2,165.648,Cash,12000,Yes
816-57-2053,Male,Sports and travel,2,127.827,Ewallet,8000,Yes
628-90-8624,Male,Health and beauty,10,867.09,Cash,3000,Yes
856-66-2701,Male,Home and lifestyle,3,167.895,Ewallet,7000,Yes
308-39-1707,Female,Fashion accessories,1,12.6945,Credit card,6000,Yes
149-61-1929,Male,Sports and travel,10,673.995,Credit card,10000,Yes
655-07-2265,Male,Electronic accessories,3,246.6765,Ewallet,12000,Yes
589-02-8023,Male,Food and beverages,2,175.917,Credit card,9000,Yes
420-04-7590,Male,Home and lifestyle,3,314.055,Ewallet,8000,Yes
182-88-2763,Male,Food and beverages,3,251.7165,Credit card,7000,Yes
188-55-0967,Male,Health and beauty,10,697.935,Credit card,1500,Yes
610-46-4100,Male,Health and beauty,7,212.7825,Credit card,13000,Yes
318-81-2368,Female,Electronic accessories,1,48.51,Cash,9000,Yes
364-33-8584,Female,Food and beverages,5,92.5575,Cash,3500,Yes
665-63-9737,Male,Fashion accessories,3,165.123,Ewallet,5000,Yes
695-09-5146,Female,Food and beverages,3,311.1885,Ewallet,4000,Yes
155-45-3814,Female,Electronic accessories,8,743.82,Ewallet,7000,Yes
794-32-2436,Male,Electronic accessories,2,116.907,Ewallet,1500,Yes
131-15-8856,Female,Food and beverages,8,609.168,Credit card,13000,Yes
273-84-2164,Male,Electronic accessories,5,63.2625,Ewallet,9000,Yes
706-36-6154,Male,Home and lifestyle,9,182.952,Ewallet,12000,Yes
778-89-7974,Male,Health and beauty,6,442.323,Cash,5000,Yes
574-31-8277,Male,Fashion accessories,1,35.3115,Cash,4000,Yes
859-71-0933,Female,Sports and travel,2,32.529,Cash,7000,Yes
740-11-5257,Male,Electronic accessories,10,259.77,Cash,1500,Yes
369-82-2676,Male,Electronic accessories,5,397.215,Ewallet,13000,Yes
563-47-4072,Female,Health and beauty,6,351.603,Cash,9000,Yes
742-04-5161,Male,Home and lifestyle,10,764.19,Cash,12000,Yes
149-15-7606,Male,Sports and travel,9,352.674,Ewallet,5000,Yes
133-77-3154,Male,Fashion accessories,4,252.756,Credit card,4000,Yes
169-52-4504,Female,Electronic accessories,3,49.4235,Credit card,18000,Yes
250-81-7186,Female,Electronic accessories,1,104.6745,Credit card,8000,Yes
562-12-5430,Female,Fashion accessories,3,277.6725,Ewallet,3000,Yes
816-72-8853,Female,Sports and travel,5,146.6325,Cash,4500,Yes
491-38-3499,Male,Fashion accessories,1,58.2225,Credit card,6000,Yes
322-02-2271,Female,Sports and travel,3,135.3555,Cash,10000,Yes
842-29-4695,Male,Sports and travel,7,125.979,Credit card,2000,Yes
725-67-2480,Female,Fashion accessories,6,370.125,Credit card,9000,Yes
641-51-2661,Female,Food and beverages,10,914.55,Credit card,8000,Yes
714-02-3114,Female,Sports and travel,2,207.48,Cash,7000,Yes
518-17-2983,Female,Fashion accessories,4,204.246,Ewallet,1500,Yes
779-42-2410,Male,Food and beverages,3,181.881,Ewallet,13000,Yes
190-14-3147,Female,Health and beauty,4,75.474,Ewallet,9000,Yes
408-66-6712,Female,Health and beauty,6,300.573,Ewallet,12000,Yes
679-22-6530,Female,Sports and travel,2,85.302,Credit card,5000,Yes
588-47-8641,Male,Fashion accessories,10,588.42,Ewallet,4000,Yes
642-61-4706,Male,Food and beverages,2,196.14,Cash,13000,Yes
576-31-4774,Female,Health and beauty,3,231.2415,Ewallet,9000,Yes
556-41-6224,Male,Health and beauty,8,282.576,Credit card,12000,Yes
811-03-8790,Female,Electronic accessories,10,477.54,Credit card,5000,Yes
242-11-3142,Male,Fashion accessories,2,175.917,Cash,4000,Yes
752-23-3760,Female,Sports and travel,7,470.988,Credit card,8000,Yes
274-05-5470,Female,Food and beverages,4,308.574,Cash,7000,Yes
648-94-3045,Male,Health and beauty,10,618.975,Ewallet,1500,Yes
130-67-4723,Male,Food and beverages,6,305.55,Ewallet,13000,Yes
528-87-5606,Female,Electronic accessories,1,41.454,Cash,9000,Yes
320-85-2052,Female,Sports and travel,1,36.5505,Credit card,12000,Yes
370-96-0655,Female,Fashion accessories,6,310.716,Ewallet,5000,Yes
105-10-6182,Male,Fashion accessories,2,45.108,Ewallet,4000,Yes
510-79-0415,Female,Sports and travel,6,145.404,Ewallet,18000,Yes
241-96-5076,Female,Home and lifestyle,2,103.11,Credit card,8000,Yes
767-97-4650,Female,Sports and travel,2,136.143,Credit card,3000,Yes
648-83-1321,Male,Home and lifestyle,10,667.38,Cash,4500,Yes
173-57-2300,Male,Sports and travel,2,153.048,Cash,6000,Yes
305-03-2383,Female,Food and beverages,3,211.365,Cash,10000,Yes
394-55-6384,Female,Sports and travel,9,663.2955,Cash,2000,Yes
266-20-6657,Male,Food and beverages,7,404.544,Ewallet,1200,No
689-05-1884,Male,Health and beauty,10,510.615,Cash,9000,Yes
196-01-2849,Female,Fashion accessories,7,539.343,Cash,8000,Yes
372-62-5264,Female,Food and beverages,9,497.07,Cash,7000,Yes
800-09-8606,Female,Home and lifestyle,5,458.6925,Cash,1500,Yes
182-52-7000,Female,Sports and travel,4,113.568,Ewallet,13000,Yes
826-58-8051,Male,Home and lifestyle,4,261.198,Ewallet,9000,Yes
868-06-0466,Male,Electronic accessories,9,657.531,Credit card,12000,Yes
751-41-9720,Male,Home and lifestyle,10,1023.75,Ewallet,5000,Yes
626-43-7888,Female,Fashion accessories,8,507.444,Ewallet,4000,Yes
176-64-7711,Male,Food and beverages,3,101.808,Credit card,18000,Yes
191-29-0321,Female,Fashion accessories,10,207.585,Credit card,8000,Yes
729-06-2010,Male,Health and beauty,9,760.4415,Cash,1500,No
640-48-5028,Female,Home and lifestyle,9,835.2855,Cash,1200,No
186-79-9562,Male,Health and beauty,7,527.5095,Cash,1300,No
834-45-5519,Female,Electronic accessories,4,180.6,Ewallet,10000,Yes
162-65-8559,Male,Food and beverages,1,72.429,Cash,2000,Yes
760-27-5490,Male,Fashion accessories,8,131.208,Ewallet,12000,Yes
445-30-9252,Male,Sports and travel,3,80.955,Ewallet,5000,Yes
786-94-2700,Male,Food and beverages,6,507.906,Cash,2000,No
728-88-7867,Female,Home and lifestyle,4,317.226,Ewallet,1800,No
183-21-3799,Female,Electronic accessories,9,733.6035,Ewallet,1000,No
268-20-3585,Female,Health and beauty,9,130.8825,Ewallet,3000,Yes
735-32-9839,Male,Fashion accessories,8,829.08,Ewallet,4500,Yes
258-92-7466,Female,Health and beauty,5,187.32,Credit card,6000,Yes
857-16-3520,Female,Fashion accessories,7,525.231,Ewallet,10000,Yes
482-17-1179,Male,Electronic accessories,3,37.611,Credit card,2000,Yes
788-21-5741,Male,Fashion accessories,3,142.947,Credit card,12000,Yes
821-14-9046,Female,Fashion accessories,6,110.124,Credit card,5000,Yes
418-05-0656,Female,Fashion accessories,7,187.866,Cash,4000,Yes
678-79-0726,Female,Sports and travel,9,856.4535,Cash,18000,Yes
776-68-1096,Male,Home and lifestyle,3,138.978,Credit card,8000,Yes
592-46-1692,Female,Food and beverages,7,270.2595,Cash,3000,Yes
434-35-9162,Male,Food and beverages,4,98.028,Ewallet,4500,Yes
149-14-0304,Female,Health and beauty,8,239.4,Cash,6000,Yes
442-44-6497,Male,Home and lifestyle,3,175.0455,Credit card,10000,Yes
174-64-0215,Male,Sports and travel,10,732.27,Credit card,2000,Yes
210-74-9613,Male,Fashion accessories,4,408.492,Ewallet,12000,Yes
299-29-0180,Female,Home and lifestyle,7,383.523,Cash,5000,Yes
247-11-2470,Female,Fashion accessories,4,93.744,Credit card,4000,Yes
635-28-5728,Male,Health and beauty,3,176.4,Ewallet,18000,Yes
756-49-0168,Male,Fashion accessories,1,20.685,Ewallet,8000,Yes
438-23-1242,Male,Electronic accessories,7,557.718,Ewallet,1200,No
238-45-6950,Male,Food and beverages,1,56.406,Ewallet,4500,Yes
607-65-2441,Male,Health and beauty,10,860.475,Credit card,6000,Yes
386-27-7606,Female,Home and lifestyle,7,596.82,Credit card,10000,Yes
137-63-5492,Male,Electronic accessories,10,616.98,Ewallet,2000,Yes
197-77-7132,Male,Electronic accessories,8,769.104,Ewallet,1000,No
805-86-0265,Male,Home and lifestyle,9,887.922,Cash,1000,No
733-29-1227,Male,Home and lifestyle,7,408.7335,Cash,4000,Yes
451-73-2711,Male,Food and beverages,1,89.0715,Ewallet,18000,Yes
373-14-0504,Female,Sports and travel,2,150.423,Ewallet,8000,Yes
546-80-2899,Male,Home and lifestyle,2,79.149,Ewallet,3000,Yes
345-68-9016,Female,Sports and travel,8,266.028,Credit card,4500,Yes
390-17-5806,Female,Food and beverages,1,40.341,Cash,6000,Yes
457-13-1708,Male,Fashion accessories,10,684.915,Credit card,10000,Yes
664-14-2882,Female,Home and lifestyle,5,55.2825,Credit card,2000,Yes
487-79-6868,Female,Home and lifestyle,9,116.1405,Credit card,12000,Yes
314-23-4520,Male,Health and beauty,7,597.0405,Cash,5000,Yes
210-30-7976,Female,Fashion accessories,4,93.744,Ewallet,4000,Yes
585-86-8361,Female,Food and beverages,5,143.22,Credit card,18000,Yes
807-14-7833,Female,Electronic accessories,10,182.91,Ewallet,8000,Yes
775-72-1988,Male,Home and lifestyle,5,384.72,Ewallet,3000,Yes
288-38-3758,Female,Fashion accessories,3,267.3405,Ewallet,4500,Yes
652-43-6591,Female,Fashion accessories,8,817.236,Credit card,6000,Yes
785-96-0615,Female,Electronic accessories,8,300.216,Ewallet,10000,Yes
406-46-7107,Female,Home and lifestyle,6,608.076,Cash,2000,Yes
250-17-5703,Male,Food and beverages,10,1970.78,Ewallet,6000,Yes
156-95-3964,Female,Food and beverages,4,232.638,Ewallet,4500,Yes
842-40-8179,Female,Food and beverages,10,810.6,Credit card,1500,No
525-09-8450,Male,Electronic accessories,10,757.365,Credit card,1200,No
410-67-1709,Female,Fashion accessories,8,536.592,Ewallet,2000,No
587-73-4862,Female,Health and beauty,5,56.1225,Ewallet,8000,Yes
787-87-2010,Male,Health and beauty,4,233.1,Credit card,3000,Yes
593-14-4239,Female,Home and lifestyle,8,801.864,Ewallet,4500,Yes
801-88-0346,Female,Fashion accessories,3,239.589,Credit card,6000,Yes
388-76-2555,Male,Sports and travel,6,86.247,Cash,10000,Yes
711-31-1234,Female,Electronic accessories,4,401.688,Cash,2000,Yes
886-54-6089,Female,Home and lifestyle,6,72.009,Cash,2000,Yes
707-32-7409,Female,Sports and travel,4,401.268,Ewallet,12000,Yes
759-98-4285,Female,Health and beauty,7,631.1445,Credit card,1500,No
201-63-8275,Female,Sports and travel,7,499.7265,Ewallet,2000,No
471-06-8611,Female,Food and beverages,1,55.041,Credit card,19000,Yes
200-16-5952,Male,Food and beverages,2,137.865,Cash,20000,Yes
120-54-2248,Female,Food and beverages,5,151.515,Credit card,43000,Yes
102-77-2261,Male,Health and beauty,7,480.0285,Credit card,12000,Yes
875-31-8302,Male,Sports and travel,1,98.049,Cash,9000,Yes
102-06-2002,Male,Sports and travel,5,132.5625,Cash,8000,Yes
457-94-0464,Male,Electronic accessories,9,830.3715,Ewallet,7000,Yes
629-42-4133,Male,Health and beauty,8,183.12,Cash,1500,Yes
534-53-3526,Female,Sports and travel,4,397.992,Ewallet,13000,Yes
